Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
New Jersey,US,2020-04-29 02:32:29,13190,1090,0,40.78681335,-74.24657979
New York,US,2020-04-29 02:32:29,26,0,0,44.11630765,-73.77297842
Vermont,US,2020-04-29 02:32:29,2,0,0,44.72736416,-71.73579864
Virginia,US,2020-04-29 02:32:29,6,0,0,37.93357639,-76.94230311
Alabama,US,2020-04-29 02:32:29,130,8,0,34.04567266,-86.04051873
Nevada,US,2020-04-29 02:32:29,0,0,0,39.98100864,-116.2683204
Louisiana,US,2020-04-29 02:32:29,46,0,0,30.72985248,-92.39915924
Georgia,US,2020-04-29 02:32:29,4,0,0,32.15328841,-81.8870105
Alaska,US,2020-04-29 02:32:29,81,1,0,64.80726247,-146.5692662
Virginia,US,2020-04-29 02:32:29,3278,114,0,38.83677558,-77.27565836
Virginia,US,2020-04-29 02:32:29,27,2,0,38.85157547,-77.2977964
Connecticut,US,2020-04-29 02:32:29,10874,747,0,41.26809896,-73.3881171
Ohio,US,2020-04-29 02:32:29,121,2,0,39.75107189,-82.63088163
South Carolina,US,2020-04-29 02:32:29,33,2,0,34.39287073,-81.1195624
South Dakota,US,2020-04-29 02:32:29,1,0,0,43.23929297,-103.5275691
Texas,US,2020-04-29 02:32:29,3,0,0,31.25350609,-96.93630086
Virginia,US,2020-04-29 02:32:29,26,2,0,38.88485255,-77.17560759
Georgia,US,2020-04-29 02:32:29,27,1,0,34.86430205,-84.316964
Texas,US,2020-04-29 02:32:29,17,0,0,33.59564294,-96.10751083
Minnesota,US,2020-04-29 02:32:29,4,0,0,43.67381499,-93.94787458
South Dakota,US,2020-04-29 02:32:29,1,0,0,45.07082625,-99.14535601
Arkansas,US,2020-04-29 02:32:29,75,2,0,35.14719007,-92.33717519
Virginia,US,2020-04-29 02:32:29,105,2,0,38.73564842,-77.80647472
Alabama,US,2020-04-29 02:32:29,5,0,0,33.72076938,-87.73886638
Georgia,US,2020-04-29 02:32:29,171,9,0,33.41357794,-84.49089434
Illinois,US,2020-04-29 02:32:29,16,2,0,39.00072038,-89.02452658
Indiana,US,2020-04-29 02:32:29,26,4,0,39.63684962,-85.17797541
Iowa,US,2020-04-29 02:32:29,17,0,0,42.86271799,-91.8441231
Kentucky,US,2020-04-29 02:32:29,242,9,0,38.0368225,-84.45576892
Ohio,US,2020-04-29 02:32:29,15,0,0,39.56021306,-83.4562016
Pennsylvania,US,2020-04-29 02:32:29,79,4,0,39.92041012,-79.64291195
Tennessee,US,2020-04-29 02:32:29,53,1,0,35.19615831,-89.41399032
Texas,US,2020-04-29 02:32:29,15,1,0,29.87788372,-96.92076062
West Virginia,US,2020-04-29 02:32:29,12,0,0,38.02974928,-81.08286634
Michigan,US,2020-04-29 02:32:29,82,1,0,,
Tennessee,US,2020-04-29 02:32:29,4,0,0,36.38128818,-84.92870012
Washington,US,2020-04-29 02:32:29,1,0,0,48.4711431,-118.5154041
Minnesota,US,2020-04-29 02:32:29,12,1,0,43.67394126,-92.08980382
Nebraska,US,2020-04-29 02:32:29,1,0,0,40.52458567,-97.59646937
Kansas,US,2020-04-29 02:32:29,270,1,0,38.04340344,-100.7381938
Florida,US,2020-04-29 02:32:29,131,2,0,29.45933576,-81.31508595
Montana,US,2020-04-29 02:32:29,37,2,0,48.29575866,-114.0520569
Kentucky,US,2020-04-29 02:32:29,2,0,0,38.36758311,-83.69657514
South Carolina,US,2020-04-29 02:32:29,273,10,0,34.02361754,-79.70189312
Wisconsin,US,2020-04-29 02:32:29,2,0,0,45.84963535,-88.39804137
Georgia,US,2020-04-29 02:32:29,134,11,0,34.26268279,-85.21577392
Indiana,US,2020-04-29 02:32:29,173,13,0,38.32117957,-85.90385377
Kentucky,US,2020-04-29 02:32:29,12,0,0,37.56213922,-82.74750924
Texas,US,2020-04-29 02:32:29,3,0,0,34.07227468,-101.3031546
Virginia,US,2020-04-29 02:32:29,1,0,0,36.9302126,-80.36738849
Virginia,US,2020-04-29 02:32:29,73,5,0,37.84157909,-78.27715475
Wisconsin,US,2020-04-29 02:32:29,69,3,0,43.75354908,-88.48885325
Illinois,US,2020-04-29 02:32:29,8,1,0,40.59706922,-88.22350769
Kansas,US,2020-04-29 02:32:29,544,0,0,37.69200114,-99.88825298
Pennsylvania,US,2020-04-29 02:32:29,7,0,0,41.51095103,-79.23229292
Mississippi,US,2020-04-29 02:32:29,196,8,0,31.18961454,-89.25832496
Georgia,US,2020-04-29 02:32:29,284,9,0,34.22604035,-84.1231513
North Carolina,US,2020-04-29 02:32:29,183,5,0,36.12859861,-80.25459052
Texas,US,2020-04-29 02:32:29,957,22,0,29.52704478,-95.77219463
North Dakota,US,2020-04-29 02:32:29,1,0,0,47.4571084,-98.88279923
Indiana,US,2020-04-29 02:32:29,10,2,0,40.12361933,-87.24217689
Alabama,US,2020-04-29 02:32:29,44,0,0,34.44235334,-87.84289505
Arkansas,US,2020-04-29 02:32:29,2,0,0,35.51202821,-93.89299569
Florida,US,2020-04-29 02:32:29,2,0,0,29.83791238,-84.82731662
Georgia,US,2020-04-29 02:32:29,17,0,0,34.37525597,-83.23159927
Illinois,US,2020-04-29 02:32:29,8,0,0,37.99189086,-88.92567818
Indiana,US,2020-04-29 02:32:29,95,7,0,39.4142482,-85.06062647
Iowa,US,2020-04-29 02:32:29,2,0,0,42.73270384,-93.26256925
Kansas,US,2020-04-29 02:32:29,13,0,0,38.56443815,-95.28644341
Kentucky,US,2020-04-29 02:32:29,16,0,0,38.2379395,-84.87962551
Louisiana,US,2020-04-29 02:32:29,121,3,0,32.13675181,-91.67589857
Maine,US,2020-04-29 02:32:29,27,1,0,44.97330019,-70.44381045
Massachusetts,US,2020-04-29 02:32:29,237,33,0,42.58119713,-72.58602547
Mississippi,US,2020-04-29 02:32:29,16,1,0,31.47786634,-90.89672989
Missouri,US,2020-04-29 02:32:29,110,8,0,38.41127108,-91.07522826
Nebraska,US,2020-04-29 02:32:29,3,0,0,40.17636348,-98.95299073
New York,US,2020-04-29 02:32:29,14,0,0,44.59040891,-74.29926032
North Carolina,US,2020-04-29 02:32:29,102,18,0,36.081519,-78.28708884
Ohio,US,2020-04-29 02:32:29,2090,62,0,39.96995815,-83.01115755
Pennsylvania,US,2020-04-29 02:32:29,237,4,0,39.92956518,-77.72157791
Tennessee,US,2020-04-29 02:32:29,32,1,0,35.15634626,-86.09201039
Texas,US,2020-04-29 02:32:29,1,0,0,33.17653242,-95.21917243
Vermont,US,2020-04-29 02:32:29,91,5,0,44.85627605,-72.91249563
Virginia,US,2020-04-29 02:32:29,20,0,0,36.99536167,-79.88023649
Washington,US,2020-04-29 02:32:29,265,7,0,46.53351425,-118.9018212
Virginia,US,2020-04-29 02:32:29,18,0,0,36.6831435,-76.93859681
Maryland,US,2020-04-29 02:32:29,870,48,0,39.47296601,-77.39999394
Virginia,US,2020-04-29 02:32:29,97,1,0,39.20172582,-78.25974949
Virginia,US,2020-04-29 02:32:29,27,0,0,38.2977863,-77.4922454
Minnesota,US,2020-04-29 02:32:29,34,0,0,43.67385583,-93.34884422
Texas,US,2020-04-29 02:32:29,3,0,0,31.70422788,-96.15072516
Colorado,US,2020-04-29 02:32:29,22,0,0,38.47362326,-105.4399667
Idaho,US,2020-04-29 02:32:29,2,0,0,44.22800938,-111.4809943
Wyoming,US,2020-04-29 02:32:29,109,0,0,43.04183996,-108.6296893
California,US,2020-04-29 02:32:29,498,7,0,36.75733899,-119.6466953
Texas,US,2020-04-29 02:32:29,4,0,0,28.86751206,-99.10804207
Arkansas,US,2020-04-29 02:32:29,1,0,0,36.38177105,-91.81729127
Georgia,US,2020-04-29 02:32:29,2727,108,0,33.79216944,-84.46319413
Illinois,US,2020-04-29 02:32:29,3,0,0,40.47289135,-90.20862357
Indiana,US,2020-04-29 02:32:29,26,0,0,41.0469907,-86.26252745
Kentucky,US,2020-04-29 02:32:29,1,0,0,36.55238827,-89.20140068
New York,US,2020-04-29 02:32:29,66,0,0,43.11363907,-74.41798804
Ohio,US,2020-04-29 02:32:29,20,0,0,41.60213491,-84.12571393
Pennsylvania,US,2020-04-29 02:32:29,3,0,0,39.92913544,-78.11163677
Nebraska,US,2020-04-29 02:32:29,2,0,0,40.17642064,-99.91247454
Florida,US,2020-04-29 02:32:29,94,0,0,30.57796289,-84.61915825
Nebraska,US,2020-04-29 02:32:29,33,3,0,40.26186809,-96.68946704
Texas,US,2020-04-29 02:32:29,2,0,0,32.74055318,-102.6353295
Virginia,US,2020-04-29 02:32:29,4,0,0,36.66601852,-80.91703124
Illinois,US,2020-04-29 02:32:29,2,0,0,37.76430935,-88.22953869
Kentucky,US,2020-04-29 02:32:29,1,0,0,38.75398691,-84.8558382
Montana,US,2020-04-29 02:32:29,146,1,0,45.54486106,-111.1692571
Ohio,US,2020-04-29 02:32:29,6,1,0,38.82708533,-82.31647569
Texas,US,2020-04-29 02:32:29,548,24,0,29.40167322,-94.90469073
Colorado,US,2020-04-29 02:32:29,89,2,0,39.59921777,-107.902708
Oklahoma,US,2020-04-29 02:32:29,15,1,0,36.3791334,-97.78265517
Washington,US,2020-04-29 02:32:29,0,0,0,46.43197502,-117.5454032
Arkansas,US,2020-04-29 02:32:29,115,0,0,34.57692074,-93.14921604
Kentucky,US,2020-04-29 02:32:29,2,0,0,37.6388668,-84.53289319
Maryland,US,2020-04-29 02:32:29,4,0,0,39.52786077,-79.27355126
Oklahoma,US,2020-04-29 02:32:29,13,0,0,34.70418038,-97.30811132
Missouri,US,2020-04-29 02:32:29,2,0,0,38.43947277,-91.50847147
North Carolina,US,2020-04-29 02:32:29,139,3,0,35.29373559,-81.17477045
North Carolina,US,2020-04-29 02:32:29,7,0,0,36.44667547,-76.69749701
Kansas,US,2020-04-29 02:32:29,11,0,0,38.99871131,-96.7577178
Ohio,US,2020-04-29 02:32:29,148,13,0,41.49952319,-81.17935342
Idaho,US,2020-04-29 02:32:29,12,0,0,44.06482372,-116.398376
Michigan,US,2020-04-29 02:32:29,1533,174,0,43.02244215,-83.70589709
New York,US,2020-04-29 02:32:29,149,3,0,43.0022601,-78.19135193
Alabama,US,2020-04-29 02:32:29,8,0,0,31.09389027,-85.83572839
Missouri,US,2020-04-29 02:32:29,1,0,0,40.21097916,-94.40944419
Mississippi,US,2020-04-29 02:32:29,12,1,0,30.86259065,-88.64436789
South Carolina,US,2020-04-29 02:32:29,40,2,0,33.43443342,-79.33202141
Indiana,US,2020-04-29 02:32:29,6,0,0,38.30393723,-87.58054938
Tennessee,US,2020-04-29 02:32:29,41,1,0,35.99438059,-88.93358327
Arizona,US,2020-04-29 02:32:29,11,0,0,33.80190085,-110.8132779
Florida,US,2020-04-29 02:32:29,4,0,0,29.72856978,-82.79880657
Tennessee,US,2020-04-29 02:32:29,5,0,0,35.20222469,-87.03992678
Virginia,US,2020-04-29 02:32:29,4,0,0,37.31234791,-80.70636931
Texas,US,2020-04-29 02:32:29,1,0,0,30.31824095,-98.94676915
Georgia,US,2020-04-29 02:32:29,56,0,0,34.69316688,-84.45802506
West Virginia,US,2020-04-29 02:32:29,2,0,0,38.9251277,-80.85952723
Colorado,US,2020-04-29 02:32:29,1,0,0,39.85646523,-105.5252597
Montana,US,2020-04-29 02:32:29,6,0,0,48.70513576,-112.9934235
Florida,US,2020-04-29 02:32:29,6,1,0,26.95635849,-81.18996211
Michigan,US,2020-04-29 02:32:29,12,1,0,43.98901072,-84.38774817
California,US,2020-04-29 02:32:29,5,0,0,39.59875897,-122.3938452
New Jersey,US,2020-04-29 02:32:29,1179,38,0,39.71581067,-75.13995546
Virginia,US,2020-04-29 02:32:29,22,1,0,37.40809042,-76.53524337
Georgia,US,2020-04-29 02:32:29,55,1,0,31.23279254,-81.53811412
Michigan,US,2020-04-29 02:32:29,4,1,0,46.40862701,-89.69377193
Montana,US,2020-04-29 02:32:29,3,0,0,46.3816474,-109.1768522
Texas,US,2020-04-29 02:32:29,7,0,0,28.65696592,-97.42760647
Texas,US,2020-04-29 02:32:29,14,2,0,29.45634206,-97.49424032
Virginia,US,2020-04-29 02:32:29,74,3,0,37.71714806,-77.90381514
Minnesota,US,2020-04-29 02:32:29,19,0,0,44.40849741,-92.7234195
Idaho,US,2020-04-29 02:32:29,9,0,0,42.96927962,-114.8108306
Georgia,US,2020-04-29 02:32:29,85,12,0,34.50487351,-84.87296253
Wyoming,US,2020-04-29 02:32:29,4,0,0,42.08798185,-104.3534743
Nebraska,US,2020-04-29 02:32:29,8,0,0,40.51481965,-99.83020279
Kansas,US,2020-04-29 02:32:29,1,0,0,38.91588178,-100.4829321
Georgia,US,2020-04-29 02:32:29,58,3,0,30.87454847,-84.23418364
Oklahoma,US,2020-04-29 02:32:29,35,1,0,35.0167709,-97.88339847
New Hampshire,US,2020-04-29 02:32:29,48,0,0,43.93779815,-71.82057197
Arizona,US,2020-04-29 02:32:29,9,0,0,32.93166885,-109.8882178
North Carolina,US,2020-04-29 02:32:29,1,0,0,35.3506925,-83.83369267
Tennessee,US,2020-04-29 02:32:29,5,0,0,36.27469206,-83.51254721
Colorado,US,2020-04-29 02:32:29,5,0,0,40.10603347,-106.1178042
North Dakota,US,2020-04-29 02:32:29,234,0,0,47.92093639,-97.45450447
Vermont,US,2020-04-29 02:32:29,3,0,0,44.7975824,-73.29679772
Michigan,US,2020-04-29 02:32:29,19,5,0,44.69565625,-85.55585247
Arkansas,US,2020-04-29 02:32:29,12,0,0,34.29017991,-92.42320562
Indiana,US,2020-04-29 02:32:29,119,8,0,40.51587228,-85.65468702
Kansas,US,2020-04-29 02:32:29,1,0,0,37.56227336,-101.3079758
Kentucky,US,2020-04-29 02:32:29,20,3,0,38.64962758,-84.62415957
Louisiana,US,2020-04-29 02:32:29,12,0,0,31.59882456,-92.56124347
New Mexico,US,2020-04-29 02:32:29,14,0,0,32.73911281,-108.3827845
North Dakota,US,2020-04-29 02:32:29,1,0,0,46.35821257,-101.6390013
Oklahoma,US,2020-04-29 02:32:29,2,0,0,36.796297,-97.78638765
Oregon,US,2020-04-29 02:32:29,1,0,0,44.49024544,-119.0068631
Washington,US,2020-04-29 02:32:29,155,3,0,47.20753737,-119.4500749
West Virginia,US,2020-04-29 02:32:29,1,0,0,39.10314817,-79.19440518
Wisconsin,US,2020-04-29 02:32:29,32,5,0,42.8671731,-90.7063218
North Carolina,US,2020-04-29 02:32:29,133,5,0,36.30337451,-78.65184241
Michigan,US,2020-04-29 02:32:29,10,1,0,43.29265605,-84.60505416
Kentucky,US,2020-04-29 02:32:29,122,13,0,36.72292505,-88.65143315
Kansas,US,2020-04-29 02:32:29,4,0,0,37.73836671,-100.4369088
Texas,US,2020-04-29 02:32:29,38,0,0,35.40081878,-100.8129222
Washington,US,2020-04-29 02:32:29,12,0,0,47.14003705,-123.7820567
Kentucky,US,2020-04-29 02:32:29,60,1,0,37.46231118,-86.34248968
Texas,US,2020-04-29 02:32:29,24,0,0,33.62744998,-96.67753461
Virginia,US,2020-04-29 02:32:29,1,0,0,36.65677234,-81.23215889
Nebraska,US,2020-04-29 02:32:29,2,0,0,41.56742671,-98.52150266
Kentucky,US,2020-04-29 02:32:29,1,0,0,37.26484328,-85.5540745
Wisconsin,US,2020-04-29 02:32:29,11,0,0,42.6794956,-89.60243287
Wisconsin,US,2020-04-29 02:32:29,2,0,0,43.80025981,-89.04679553
West Virginia,US,2020-04-29 02:32:29,3,0,0,37.9463652,-80.45335881
Alabama,US,2020-04-29 02:32:29,47,1,0,32.85504247,-87.95684022
Arkansas,US,2020-04-29 02:32:29,16,0,0,36.1173546,-90.55832668
Georgia,US,2020-04-29 02:32:29,52,2,0,33.5769205,-83.17139104
Illinois,US,2020-04-29 02:32:29,3,0,0,39.35907414,-90.388865
Indiana,US,2020-04-29 02:32:29,48,6,0,39.03630547,-86.96223202
Iowa,US,2020-04-29 02:32:29,2,0,0,42.03614551,-94.39658081
Mississippi,US,2020-04-29 02:32:29,5,1,0,31.21444233,-88.63922281
Missouri,US,2020-04-29 02:32:29,93,8,0,37.2575872,-93.34230916
New York,US,2020-04-29 02:32:29,112,5,0,42.275797,-74.12384884
North Carolina,US,2020-04-29 02:32:29,15,0,0,35.48544173,-77.67578087
Ohio,US,2020-04-29 02:32:29,45,4,0,39.69116283,-83.89032084
Pennsylvania,US,2020-04-29 02:32:29,26,0,0,39.85746531,-80.22357106
Tennessee,US,2020-04-29 02:32:29,42,2,0,36.17470125,-82.84691273
Virginia,US,2020-04-29 02:32:29,9,1,0,38.29545894,-78.46525378
Arizona,US,2020-04-29 02:32:29,2,0,0,33.21498827,-109.2405279
Virginia,US,2020-04-29 02:32:29,36,6,0,36.67878901,-77.56351439
Kentucky,US,2020-04-29 02:32:29,11,0,0,38.54332505,-82.9215658
South Carolina,US,2020-04-29 02:32:29,661,22,0,34.89502264,-82.37295012
Kansas,US,2020-04-29 02:32:29,3,0,0,37.8774388,-96.23250453
South Carolina,US,2020-04-29 02:32:29,46,0,0,34.15272415,-82.12715789
Oklahoma,US,2020-04-29 02:32:29,64,6,0,34.93535801,-99.5605612
Texas,US,2020-04-29 02:32:29,69,0,0,32.47940482,-94.81591935
Mississippi,US,2020-04-29 02:32:29,28,0,0,33.77036166,-89.80245083
Texas,US,2020-04-29 02:32:29,16,1,0,30.54579585,-95.98902499
Illinois,US,2020-04-29 02:32:29,30,0,0,41.28569601,-88.41905692
Iowa,US,2020-04-29 02:32:29,11,0,0,42.40183723,-92.78829551
Tennessee,US,2020-04-29 02:32:29,28,1,0,35.38433717,-85.72142731
New Mexico,US,2020-04-29 02:32:29,13,0,0,34.86319296,-104.790669
Texas,US,2020-04-29 02:32:29,69,0,0,29.58165339,-97.94786822
Ohio,US,2020-04-29 02:32:29,15,0,0,40.05026529,-81.49248905
North Carolina,US,2020-04-29 02:32:29,345,23,0,36.07959451,-79.78824948
Florida,US,2020-04-29 02:32:29,1,0,0,29.93543004,-85.2427099
Colorado,US,2020-04-29 02:32:29,161,4,0,38.66611652,-107.0320729
Iowa,US,2020-04-29 02:32:29,6,0,0,41.68378965,-94.50111014
Georgia,US,2020-04-29 02:32:29,1603,54,0,33.96044201,-84.02137802
Georgia,US,2020-04-29 02:32:29,212,7,0,34.63331566,-83.53094677
Alabama,US,2020-04-29 02:32:29,41,2,0,32.76039258,-87.63284988
Texas,US,2020-04-29 02:32:29,24,4,0,34.07044901,-101.8268114
North Carolina,US,2020-04-29 02:32:29,52,1,0,36.25669272,-77.6556109
Virginia,US,2020-04-29 02:32:29,17,0,0,36.76654925,-78.93512622
Georgia,US,2020-04-29 02:32:29,1183,16,0,34.32207823,-83.81896936
Nebraska,US,2020-04-29 02:32:29,908,12,0,40.87257079,-98.50218293
Tennessee,US,2020-04-29 02:32:29,17,2,0,36.21990035,-83.26586179
Florida,US,2020-04-29 02:32:29,6,0,0,30.49673973,-82.94998918
Illinois,US,2020-04-29 02:32:29,2,0,0,38.08163641,-88.53883373
Indiana,US,2020-04-29 02:32:29,729,58,0,40.07306535,-86.05244729
Iowa,US,2020-04-29 02:32:29,7,0,0,42.38382428,-93.70197703
Kansas,US,2020-04-29 02:32:29,2,0,0,37.99978709,-101.7921066
Nebraska,US,2020-04-29 02:32:29,41,2,0,40.87349452,-98.02099117
New York,US,2020-04-29 02:32:29,3,0,0,43.66146647,-74.49721957
Ohio,US,2020-04-29 02:32:29,1091,58,0,39.19673558,-84.54502924
Tennessee,US,2020-04-29 02:32:29,149,13,0,35.17670231,-85.16652245
Texas,US,2020-04-29 02:32:29,5,0,0,31.70470573,-98.11083887
South Dakota,US,2020-04-29 02:32:29,2,0,0,44.67385954,-97.18829593
Massachusetts,US,2020-04-29 02:32:29,3546,346,0,42.13440424,-72.63235561
Massachusetts,US,2020-04-29 02:32:29,509,27,0,42.33997957,-72.65898478
West Virginia,US,2020-04-29 02:32:29,7,1,0,39.32103553,-78.60826476
South Carolina,US,2020-04-29 02:32:29,22,0,0,32.77419582,-81.13845571
Virginia,US,2020-04-29 02:32:29,108,1,0,37.03513786,-76.35879121
Georgia,US,2020-04-29 02:32:29,37,1,0,33.2721566,-82.99766919
Illinois,US,2020-04-29 02:32:29,5,0,0,40.40423981,-91.16313899
Indiana,US,2020-04-29 02:32:29,204,9,0,39.82304555,-85.77566351
Iowa,US,2020-04-29 02:32:29,3,0,0,43.08178477,-93.73454884
Kentucky,US,2020-04-29 02:32:29,6,0,0,37.83766422,-86.78280584
Maine,US,2020-04-29 02:32:29,10,0,0,44.59816444,-68.38401854
Mississippi,US,2020-04-29 02:32:29,61,5,0,30.41830223,-89.48851033
Ohio,US,2020-04-29 02:32:29,37,1,0,41.00250487,-83.66838948
Tennessee,US,2020-04-29 02:32:29,0,0,0,36.52692871,-83.22375847
West Virginia,US,2020-04-29 02:32:29,8,0,0,40.51943859,-80.57461608
South Dakota,US,2020-04-29 02:32:29,1,0,0,44.54708407,-99.00386459
Virginia,US,2020-04-29 02:32:29,109,9,0,37.7583355,-77.49464673
Texas,US,2020-04-29 02:32:29,5,0,0,36.27743284,-101.3545796
Georgia,US,2020-04-29 02:32:29,27,1,0,33.79602175,-85.21005667
Florida,US,2020-04-29 02:32:29,14,0,0,27.49293939,-81.80956574
Tennessee,US,2020-04-29 02:32:29,11,0,0,35.20772017,-88.99161161
Illinois,US,2020-04-29 02:32:29,1,0,0,37.51810645,-88.26873022
Iowa,US,2020-04-29 02:32:29,7,0,0,42.38353877,-93.23654611
Kentucky,US,2020-04-29 02:32:29,37,0,0,37.6976111,-85.96319251
Ohio,US,2020-04-29 02:32:29,24,0,0,40.66015414,-83.65929931
Tennessee,US,2020-04-29 02:32:29,5,0,0,35.19732531,-88.18593755
Texas,US,2020-04-29 02:32:29,96,3,0,30.33364686,-94.38931817
New Mexico,US,2020-04-29 02:32:29,1,0,0,35.85751555,-103.8220938
West Virginia,US,2020-04-29 02:32:29,4,0,0,39.00683177,-78.85855301
Maryland,US,2020-04-29 02:32:29,358,13,0,39.55010644,-76.3077594
North Carolina,US,2020-04-29 02:32:29,145,7,0,35.36731853,-78.87243571
Oregon,US,2020-04-29 02:32:29,1,0,0,43.06422669,-118.9666306
Oklahoma,US,2020-04-29 02:32:29,1,0,0,36.78836519,-99.6679804
Georgia,US,2020-04-29 02:32:29,57,2,0,32.73709786,-84.90538572
Texas,US,2020-04-29 02:32:29,5827,98,0,29.86,-95.39
Indiana,US,2020-04-29 02:32:29,125,5,0,38.19467379,-86.10948271
Iowa,US,2020-04-29 02:32:29,15,0,0,41.68330137,-95.81558439
Kentucky,US,2020-04-29 02:32:29,17,0,0,38.44188174,-84.32869741
Mississippi,US,2020-04-29 02:32:29,166,6,0,30.51359752,-89.12467576
Missouri,US,2020-04-29 02:32:29,6,0,0,40.35570088,-93.99222144
Ohio,US,2020-04-29 02:32:29,4,0,0,40.29380509,-81.09068544
Texas,US,2020-04-29 02:32:29,83,7,0,32.54935988,-94.36934071
West Virginia,US,2020-04-29 02:32:29,30,1,0,39.2853852,-80.37919577
Virginia,US,2020-04-29 02:32:29,406,9,0,38.43542574,-78.87536254
Georgia,US,2020-04-29 02:32:29,9,0,0,34.34626973,-82.96567682
Kentucky,US,2020-04-29 02:32:29,2,0,0,37.29943898,-85.88461055
Connecticut,US,2020-04-29 02:32:29,5224,643,0,41.80283011,-72.73103891
Texas,US,2020-04-29 02:32:29,4,0,0,35.84008013,-102.6029022
Kansas,US,2020-04-29 02:32:29,6,0,0,38.04293782,-97.42747573
Kansas,US,2020-04-29 02:32:29,7,0,0,37.5620394,-100.8710738
Oklahoma,US,2020-04-29 02:32:29,5,0,0,35.222576,-95.11513306
Hawaii,US,2020-04-29 02:32:29,70,0,0,19.60121157,-155.5210167
Tennessee,US,2020-04-29 02:32:29,30,2,0,36.44355426,-82.94885298
Texas,US,2020-04-29 02:32:29,155,1,0,30.05669873,-98.02944344
North Carolina,US,2020-04-29 02:32:29,6,0,0,35.55269063,-82.98196486
Tennessee,US,2020-04-29 02:32:29,19,1,0,35.58332824,-89.28536625
Georgia,US,2020-04-29 02:32:29,10,1,0,33.29686567,-85.12886832
Texas,US,2020-04-29 02:32:29,1,0,0,35.83764858,-100.2703577
Arkansas,US,2020-04-29 02:32:29,6,1,0,33.73325583,-93.66935133
Illinois,US,2020-04-29 02:32:29,4,0,0,40.81908672,-90.92491462
Kentucky,US,2020-04-29 02:32:29,58,1,0,37.79344553,-87.57392021
North Carolina,US,2020-04-29 02:32:29,159,16,0,35.33788927,-82.4766782
Tennessee,US,2020-04-29 02:32:29,6,0,0,35.65581134,-88.38600175
Texas,US,2020-04-29 02:32:29,24,0,0,32.21128872,-95.85846587
Indiana,US,2020-04-29 02:32:29,645,31,0,39.76719009,-86.51037283
Florida,US,2020-04-29 02:32:29,72,2,0,26.55386945,-81.16469006
Minnesota,US,2020-04-29 02:32:29,1524,193,0,45.00761521,-93.47694895
Virginia,US,2020-04-29 02:32:29,835,95,0,37.53460572,-77.39326555
Alabama,US,2020-04-29 02:32:29,22,1,0,31.51148016,-85.24267944
Georgia,US,2020-04-29 02:32:29,487,11,0,33.4533428,-84.1481466
Illinois,US,2020-04-29 02:32:29,38,0,0,41.3533994,-90.13296166
Indiana,US,2020-04-29 02:32:29,36,1,0,39.93029017,-85.39625719
Iowa,US,2020-04-29 02:32:29,32,1,0,40.98767962,-91.54436349
Kentucky,US,2020-04-29 02:32:29,6,0,0,38.44942688,-85.11587507
Missouri,US,2020-04-29 02:32:29,8,1,0,38.38482826,-93.79293734
Ohio,US,2020-04-29 02:32:29,5,0,0,41.3339642,-84.06830637
Tennessee,US,2020-04-29 02:32:29,11,0,0,36.33160906,-88.30121797
Virginia,US,2020-04-29 02:32:29,16,1,0,36.68542395,-79.87634026
New York,US,2020-04-29 02:32:29,58,3,0,43.42034246,-74.96145307
Florida,US,2020-04-29 02:32:29,89,4,0,28.55364461,-82.42700204
North Carolina,US,2020-04-29 02:32:29,32,1,0,36.3607755,-76.98104134
Kentucky,US,2020-04-29 02:32:29,1,0,0,36.6794808,-88.97875928
Tennessee,US,2020-04-29 02:32:29,43,0,0,35.80609681,-87.47643507
New Mexico,US,2020-04-29 02:32:29,0,0,0,31.91383467,-108.7151824
Texas,US,2020-04-29 02:32:29,310,5,0,26.39418217,-98.18299696
Ohio,US,2020-04-29 02:32:29,10,0,0,39.1839264,-83.60331456
Virginia,US,2020-04-29 02:32:29,2,0,0,38.35799465,-79.56124594
Florida,US,2020-04-29 02:32:29,81,7,0,27.34254618,-81.34071957
Montana,US,2020-04-29 02:32:29,1,0,0,48.62879827,-110.1129252
Texas,US,2020-04-29 02:32:29,15,1,0,31.99045053,-97.13423143
Florida,US,2020-04-29 02:32:29,1080,22,0,27.9276559,-82.32013172
New Hampshire,US,2020-04-29 02:32:29,896,2,0,42.91537785,-71.7200253
Michigan,US,2020-04-29 02:32:29,118,16,0,41.88753639,-84.59312019
Mississippi,US,2020-04-29 02:32:29,435,7,0,32.2656285,-90.44435448
Colorado,US,2020-04-29 02:32:29,3,0,0,37.82247444,-107.3004345
Ohio,US,2020-04-29 02:32:29,16,1,0,39.49537927,-82.47991446
Texas,US,2020-04-29 02:32:29,20,1,0,33.60771256,-102.3431676
North Carolina,US,2020-04-29 02:32:29,67,0,0,35.01888303,-79.23651674
Florida,US,2020-04-29 02:32:29,9,0,0,30.86747479,-85.81319222
Mississippi,US,2020-04-29 02:32:29,121,5,0,33.12345854,-90.08923538
Ohio,US,2020-04-29 02:32:29,5,1,0,40.56163713,-81.92635677
Missouri,US,2020-04-29 02:32:29,1,0,0,40.09799248,-95.2163888
Hawaii,US,2020-04-29 02:32:29,396,11,0,21.45803166,-157.9712182
Texas,US,2020-04-29 02:32:29,17,3,0,32.42990927,-97.83242024
